"gene_id","gene_name","samples_detected","total_counts","is_deprecated_probe","is_universe"
"ENSG00000243485","MIR1302-2HG",0,0,FALSE,FALSE
"ENSG00000237613","FAM138A",0,0,FALSE,FALSE
"ENSG00000186092","OR4F5",22,8998,FALSE,TRUE
"ENSG00000238009","AL627309.1",0,0,FALSE,FALSE
"ENSG00000239945","AL627309.3",0,0,FALSE,FALSE
"ENSG00000239906","AL627309.2",0,0,FALSE,FALSE
"ENSG00000241860","AL627309.5",0,0,FALSE,FALSE
"ENSG00000241599","AL627309.4",0,0,FALSE,FALSE
"ENSG00000286448","AP006222.2",0,0,FALSE,FALSE
"ENSG00000236601","AL732372.1",0,0,FALSE,FALSE
"ENSG00000284733","OR4F29",0,0,FALSE,FALSE
"ENSG00000235146","AC114498.1",0,0,FALSE,FALSE
"ENSG00000284662","OR4F16",0,0,FALSE,FALSE
"ENSG00000229905","AL669831.2",0,0,FALSE,FALSE
"ENSG00000237491","LINC01409",0,0,FALSE,FALSE
"ENSG00000177757","FAM87B",0,0,FALSE,FALSE
"ENSG00000228794","LINC01128",0,0,FALSE,FALSE
"ENSG00000225880","LINC00115",0,0,FALSE,FALSE
"ENSG00000230368","FAM41C",0,0,FALSE,FALSE
"ENSG00000272438","AL645608.6",0,0,FALSE,FALSE
"ENSG00000230699","AL645608.2",0,0,FALSE,FALSE
"ENSG00000241180","AL645608.4",0,0,FALSE,FALSE
"ENSG00000223764","LINC02593",0,0,FALSE,FALSE
"ENSG00000187634","SAMD11",22,226601,FALSE,TRUE
"ENSG00000188976","NOC2L",22,94684,FALSE,TRUE
"ENSG00000187961","KLHL17",22,25233,FALSE,TRUE
"ENSG00000187583","PLEKHN1",22,5534,FALSE,TRUE
"ENSG00000187642","PERM1",22,6199,FALSE,TRUE
"ENSG00000272512","AL645608.7",0,0,FALSE,FALSE
"ENSG00000188290","HES4",22,436220,FALSE,TRUE
"ENSG00000187608","ISG15",22,253132,FALSE,TRUE
"ENSG00000224969","AL645608.1",0,0,FALSE,FALSE
"ENSG00000188157","AGRN",22,943308,FALSE,TRUE
"ENSG00000242590","AL645608.5",0,0,FALSE,FALSE
"ENSG00000273443","AL645608.8",0,0,FALSE,FALSE
"ENSG00000237330","RNF223",22,7726,FALSE,TRUE
"ENSG00000131591","C1orf159",22,23090,FALSE,TRUE
"ENSG00000285812","AL390719.3",0,0,FALSE,FALSE
"ENSG00000223823","LINC01342",0,0,FALSE,FALSE
"ENSG00000272141","AL390719.2",0,0,FALSE,FALSE
"ENSG00000205231","TTLL10-AS1",0,0,FALSE,FALSE
"ENSG00000162571","TTLL10",22,2415,FALSE,TRUE
"ENSG00000186891","TNFRSF18",22,11083,FALSE,TRUE
"ENSG00000186827","TNFRSF4",22,5174,FALSE,TRUE
"ENSG00000078808","SDF4",22,869741,FALSE,TRUE
"ENSG00000176022","B3GALT6",22,71669,FALSE,TRUE
"ENSG00000184163","C1QTNF12",22,32250,FALSE,TRUE
"ENSG00000260179","AL162741.1",0,0,FALSE,FALSE
"ENSG00000160087","UBE2J2",22,116036,FALSE,TRUE
"ENSG00000230415","LINC01786",0,0,FALSE,FALSE
"ENSG00000162572","SCNN1D",22,32663,FALSE,TRUE
"ENSG00000131584","ACAP3",22,310318,FALSE,TRUE
"ENSG00000169972","PUSL1",22,45916,FALSE,TRUE
"ENSG00000127054","INTS11",22,367201,FALSE,TRUE
"ENSG00000240731","AL139287.1",0,0,FALSE,FALSE
"ENSG00000224051","CPTP",22,100606,FALSE,TRUE
"ENSG00000169962","TAS1R3",22,7685,FALSE,TRUE
"ENSG00000107404","DVL1",22,250340,FALSE,TRUE
"ENSG00000162576","MXRA8",22,1148952,FALSE,TRUE
"ENSG00000175756","AURKAIP1",22,511424,FALSE,TRUE
"ENSG00000221978","CCNL2",22,1416587,FALSE,TRUE
"ENSG00000224870","MRPL20-AS1",0,0,FALSE,FALSE
"ENSG00000242485","MRPL20",0,0,FALSE,FALSE
"ENSG00000272455","AL391244.2",0,0,FALSE,FALSE
"ENSG00000235098","ANKRD65",22,20403,FALSE,TRUE
"ENSG00000225905","AL391244.1",0,0,FALSE,FALSE
"ENSG00000205116","TMEM88B",22,9122,FALSE,TRUE
"ENSG00000225285","LINC01770",0,0,FALSE,FALSE
"ENSG00000179403","VWA1",22,132385,FALSE,TRUE
"ENSG00000215915","ATAD3C",22,10498,FALSE,TRUE
"ENSG00000160072","ATAD3B",22,73473,FALSE,TRUE
"ENSG00000197785","ATAD3A",22,55176,FALSE,TRUE
"ENSG00000205090","TMEM240",22,68948,FALSE,TRUE
"ENSG00000160075","SSU72",22,326667,FALSE,TRUE
"ENSG00000215014","AL645728.1",0,0,FALSE,FALSE
"ENSG00000228594","FNDC10",22,73997,FALSE,TRUE
"ENSG00000286989","AL691432.4",0,0,FALSE,FALSE
"ENSG00000272106","AL691432.2",0,0,FALSE,FALSE
"ENSG00000197530","MIB2",22,183075,FALSE,TRUE
"ENSG00000189409","MMP23B",22,12103,FALSE,TRUE
"ENSG00000248333","CDK11B",22,85095,FALSE,TRUE
"ENSG00000272004","FO704657.1",0,0,FALSE,FALSE
"ENSG00000189339","SLC35E2B",22,167995,FALSE,TRUE
"ENSG00000008128","CDK11A",22,14984,FALSE,TRUE
"ENSG00000215790","SLC35E2A",22,223966,FALSE,TRUE
"ENSG00000008130","NADK",22,274353,FALSE,TRUE
"ENSG00000078369","GNB1",22,1066258,FALSE,TRUE
"ENSG00000231050","AL109917.1",0,0,FALSE,FALSE
"ENSG00000169885","CALML6",22,5804,FALSE,TRUE
"ENSG00000178821","TMEM52",22,8006,FALSE,TRUE
"ENSG00000142609","CFAP74",22,3566,FALSE,TRUE
"ENSG00000233542","AL391845.2",0,0,FALSE,FALSE
"ENSG00000187730","GABRD",22,30936,FALSE,TRUE
"ENSG00000226969","AL391845.1",0,0,FALSE,FALSE
"ENSG00000067606","PRKCZ",22,98952,FALSE,TRUE
"ENSG00000271806","AL590822.2",0,0,FALSE,FALSE
"ENSG00000182873","PRKCZ-AS1",0,0,FALSE,FALSE
"ENSG00000162585","FAAP20",22,200849,FALSE,TRUE
"ENSG00000234396","AL590822.1",0,0,FALSE,FALSE
"ENSG00000157933","SKI",22,746973,FALSE,TRUE
"ENSG00000287356","AL590822.3",0,0,FALSE,FALSE
"ENSG00000116151","MORN1",0,0,FALSE,FALSE
"ENSG00000272161","AL589739.1",0,0,FALSE,FALSE
"ENSG00000272420","AL513477.2",0,0,FALSE,FALSE
"ENSG00000157916","RER1",22,499388,FALSE,TRUE
"ENSG00000157911","PEX10",22,87026,FALSE,TRUE
"ENSG00000149527","PLCH2",22,12372,FALSE,TRUE
"ENSG00000224387","AL139246.1",0,0,FALSE,FALSE
"ENSG00000229393","AL139246.4",0,0,FALSE,FALSE
"ENSG00000157881","PANK4",22,106979,FALSE,TRUE
"ENSG00000197921","HES5",22,14376,FALSE,TRUE
"ENSG00000272449","AL139246.5",0,0,FALSE,FALSE
"ENSG00000238164","TNFRSF14-AS1",0,0,FALSE,FALSE
"ENSG00000157873","TNFRSF14",22,184444,FALSE,TRUE
"ENSG00000228037","AL139246.3",0,0,FALSE,FALSE
"ENSG00000157870","PRXL2B",22,75684,FALSE,TRUE
"ENSG00000142606","MMEL1",22,1583,FALSE,TRUE
"ENSG00000237058","AL831784.1",0,0,FALSE,FALSE
"ENSG00000215912","TTC34",0,0,FALSE,FALSE
"ENSG00000285945","AC242022.2",0,0,FALSE,FALSE
"ENSG00000283259","AC242022.1",0,0,FALSE,FALSE
"ENSG00000233234","AL592464.2",0,0,FALSE,FALSE
"ENSG00000287396","AL592464.3",0,0,FALSE,FALSE
"ENSG00000231630","AL592464.1",0,0,FALSE,FALSE
"ENSG00000284745","AL589702.1",0,0,FALSE,FALSE
"ENSG00000169717","ACTRT2",22,5360,FALSE,TRUE
"ENSG00000177133","PRDM16-DT",0,0,FALSE,FALSE
"ENSG00000142611","PRDM16",22,19235,FALSE,TRUE
"ENSG00000226286","AL008733.1",0,0,FALSE,FALSE
"ENSG00000272235","AL590438.1",0,0,FALSE,FALSE
"ENSG00000287828","AL354743.2",0,0,FALSE,FALSE
"ENSG00000286518","AL354743.1",0,0,FALSE,FALSE
"ENSG00000130762","ARHGEF16",22,43976,FALSE,TRUE
"ENSG00000272088","AL512413.1",0,0,FALSE,FALSE
"ENSG00000162591","MEGF6",22,102131,FALSE,TRUE
"ENSG00000238260","AL513320.1",0,0,FALSE,FALSE
"ENSG00000158109","TPRG1L",22,331687,FALSE,TRUE
"ENSG00000116213","WRAP73",22,66378,FALSE,TRUE
"ENSG00000078900","TP73",22,7872,FALSE,TRUE
"ENSG00000227589","AL136528.1",0,0,FALSE,FALSE
"ENSG00000235131","AL136528.2",0,0,FALSE,FALSE
"ENSG00000162592","CCDC27",22,3030,FALSE,TRUE
"ENSG00000235169","SMIM1",22,30488,FALSE,TRUE
"ENSG00000130764","LRRC47",22,275036,FALSE,TRUE
"ENSG00000272153","AL365330.1",0,0,FALSE,FALSE
"ENSG00000116198","CEP104",22,122498,FALSE,TRUE
"ENSG00000169598","DFFB",22,35874,FALSE,TRUE
"ENSG00000198912","C1orf174",22,118113,FALSE,TRUE
"ENSG00000236423","LINC01134",0,0,FALSE,FALSE
"ENSG00000233304","LINC01346",0,0,FALSE,FALSE
"ENSG00000226374","LINC01345",0,0,FALSE,FALSE
"ENSG00000284668","LINC02780",0,0,FALSE,FALSE
"ENSG00000284703","AL805961.1",0,0,FALSE,FALSE
"ENSG00000235054","LINC01777",0,0,FALSE,FALSE
"ENSG00000284694","AL355602.1",0,0,FALSE,FALSE
"ENSG00000227169","Z98747.1",0,0,FALSE,FALSE
"ENSG00000232596","LINC01646",0,0,FALSE,FALSE
"ENSG00000196581","AJAP1",22,22670,FALSE,TRUE
"ENSG00000287586","Z98886.1",0,0,FALSE,FALSE
"ENSG00000284739","BX005132.1",0,0,FALSE,FALSE
"ENSG00000284674","LINC02781",0,0,FALSE,FALSE
"ENSG00000231510","LINC02782",0,0,FALSE,FALSE
"ENSG00000284616","AL139823.1",0,0,FALSE,FALSE
"ENSG00000284692","Z98259.3",0,0,FALSE,FALSE
"ENSG00000284666","Z98259.2",0,0,FALSE,FALSE
"ENSG00000260972","Z98259.1",0,0,FALSE,FALSE
"ENSG00000236948","AL365255.1",0,0,FALSE,FALSE
"ENSG00000131697","NPHP4",22,37285,FALSE,TRUE
"ENSG00000069424","KCNAB2",22,165517,FALSE,TRUE
"ENSG00000116254","CHD5",22,50971,FALSE,TRUE
"ENSG00000116251","RPL22",0,0,FALSE,FALSE
"ENSG00000226944","AL031847.1",0,0,FALSE,FALSE
"ENSG00000158286","RNF207",22,45306,FALSE,TRUE
"ENSG00000116237","ICMT",22,259672,FALSE,TRUE
"ENSG00000225077","LINC00337",0,0,FALSE,FALSE
"ENSG00000173673","HES3",22,3592,FALSE,TRUE
"ENSG00000158292","GPR153",22,24113,FALSE,TRUE
"ENSG00000097021","ACOT7",22,79650,FALSE,TRUE
"ENSG00000271746","AL031848.2",0,0,FALSE,FALSE
"ENSG00000069812","HES2",22,5914,FALSE,TRUE
"ENSG00000187017","ESPN",22,4218,FALSE,TRUE
"ENSG00000231868","AL031848.1",0,0,FALSE,FALSE
"ENSG00000215788","TNFRSF25",22,103218,FALSE,TRUE
"ENSG00000171680","PLEKHG5",22,167136,FALSE,TRUE
"ENSG00000162408","NOL9",22,140858,FALSE,TRUE
"ENSG00000173662","TAS1R1",22,2057,FALSE,TRUE
"ENSG00000204859","ZBTB48",22,69407,FALSE,TRUE
"ENSG00000162413","KLHL21",22,175188,FALSE,TRUE
"ENSG00000116273","PHF13",22,84147,FALSE,TRUE
"ENSG00000041988","THAP3",22,52350,FALSE,TRUE
"ENSG00000007923","DNAJC11",22,126823,FALSE,TRUE
"ENSG00000228750","LINC01672",0,0,FALSE,FALSE
"ENSG00000284744","AL591163.1",0,0,FALSE,FALSE
"ENSG00000237436","CAMTA1-DT",0,0,FALSE,FALSE
"ENSG00000171735","CAMTA1",22,274321,FALSE,TRUE
"ENSG00000237365","AL512330.1",0,0,FALSE,FALSE
"ENSG00000237402","CAMTA1-IT1",0,0,FALSE,FALSE
"ENSG00000237728","Z97987.1",0,0,FALSE,FALSE
"ENSG00000225126","AL365194.1",0,0,FALSE,FALSE
"ENSG00000270171","AL359881.3",0,0,FALSE,FALSE
"ENSG00000270035","AL359881.2",0,0,FALSE,FALSE
"ENSG00000269978","AL359881.1",0,0,FALSE,FALSE
"ENSG00000049245","VAMP3",22,596386,FALSE,TRUE
"ENSG00000269925","Z98884.2",0,0,FALSE,FALSE
"ENSG00000049246","PER3",22,203202,FALSE,TRUE
"ENSG00000236266","Z98884.1",0,0,FALSE,FALSE
"ENSG00000049247","UTS2",22,5906,FALSE,TRUE
"ENSG00000049249","TNFRSF9",22,3770,FALSE,TRUE
"ENSG00000116288","PARK7",22,420816,FALSE,TRUE
"ENSG00000284747","AL034417.4",0,0,FALSE,FALSE
"ENSG00000284716","AL034417.3",0,0,FALSE,FALSE
"ENSG00000116285","ERRFI1",22,325834,FALSE,TRUE
"ENSG00000238290","AL034417.2",0,0,FALSE,FALSE
"ENSG00000227634","LINC01714",0,0,FALSE,FALSE
"ENSG00000233645","AL358876.2",0,0,FALSE,FALSE
"ENSG00000162426","SLC45A1",22,16288,FALSE,TRUE
"ENSG00000142599","RERE",22,581450,FALSE,TRUE
"ENSG00000232912","RERE-AS1",0,0,FALSE,FALSE
"ENSG00000228423","AL357552.2",0,0,FALSE,FALSE
"ENSG00000074800","ENO1",22,851407,FALSE,TRUE
"ENSG00000230679","ENO1-AS1",0,0,FALSE,FALSE
"ENSG00000131686","CA6",22,4348,FALSE,TRUE
"ENSG00000197241","SLC2A7",22,5760,FALSE,TRUE
"ENSG00000142583","SLC2A5",22,202659,FALSE,TRUE
"ENSG00000180758","GPR157",22,18166,FALSE,TRUE
"ENSG00000228526","MIR34AHG",0,0,FALSE,FALSE
"ENSG00000234546","LNCTAM34A",0,0,FALSE,FALSE
"ENSG00000049239","H6PD",22,125391,FALSE,TRUE
"ENSG00000171621","SPSB1",22,73996,FALSE,TRUE
"ENSG00000284652","BX323043.1",0,0,FALSE,FALSE
"ENSG00000284693","LINC02606",0,0,FALSE,FALSE
"ENSG00000235263","AL928921.1",0,0,FALSE,FALSE
"ENSG00000171612","SLC25A33",22,59622,FALSE,TRUE
"ENSG00000188807","TMEM201",22,66222,FALSE,TRUE
"ENSG00000171608","PIK3CD",22,75098,FALSE,TRUE
"ENSG00000179840","PIK3CD-AS1",0,0,FALSE,FALSE
"ENSG00000231789","PIK3CD-AS2",0,0,FALSE,FALSE
"ENSG00000171603","CLSTN1",22,485487,FALSE,TRUE
"ENSG00000178585","CTNNBIP1",22,228874,FALSE,TRUE
"ENSG00000223989","AL357140.1",0,0,FALSE,FALSE
"ENSG00000285701","AL357140.4",0,0,FALSE,FALSE
"ENSG00000162441","LZIC",22,236821,FALSE,TRUE
"ENSG00000228150","AL357140.2",0,0,FALSE,FALSE
"ENSG00000173614","NMNAT1",22,58123,FALSE,TRUE
"ENSG00000241326","AL603962.1",0,0,FALSE,FALSE
"ENSG00000162444","RBP7",22,65540,FALSE,TRUE
"ENSG00000130939","UBE4B",22,179752,FALSE,TRUE
"ENSG00000054523","KIF1B",22,408833,FALSE,TRUE
"ENSG00000284735","AL139424.3",0,0,FALSE,FALSE
"ENSG00000284642","AL139424.2",0,0,FALSE,FALSE
"ENSG00000142657","PGD",22,308389,FALSE,TRUE
"ENSG00000271989","AL139424.1",0,0,FALSE,FALSE
"ENSG00000175279","CENPS",22,57204,FALSE,TRUE
"ENSG00000241563","CORT",22,4661,FALSE,TRUE
"ENSG00000160049","DFFA",22,144631,FALSE,TRUE
"ENSG00000203469","AL354956.1",0,0,FALSE,FALSE
"ENSG00000142655","PEX14",22,39877,FALSE,TRUE
"ENSG00000287727","AL139423.2",0,0,FALSE,FALSE
"ENSG00000130940","CASZ1",22,63680,FALSE,TRUE
"ENSG00000272078","AL139423.1",0,0,FALSE,FALSE
"ENSG00000175262","C1orf127",22,3098,FALSE,TRUE
"ENSG00000120948","TARDBP",22,86365,FALSE,TRUE
"ENSG00000009724","MASP2",22,5610,FALSE,TRUE
"ENSG00000271895","AL109811.2",0,0,FALSE,FALSE
"ENSG00000116649","SRM",22,535662,FALSE,TRUE
"ENSG00000171824","EXOSC10",22,183428,FALSE,TRUE
"ENSG00000226849","AL109811.1",0,0,FALSE,FALSE
"ENSG00000230337","EXOSC10-AS1",0,0,FALSE,FALSE
"ENSG00000198793","MTOR",22,145304,FALSE,TRUE
"ENSG00000225602","MTOR-AS1",0,0,FALSE,FALSE
"ENSG00000171819","ANGPTL7",22,39567,FALSE,TRUE
"ENSG00000120942","UBIAD1",22,55924,FALSE,TRUE
"ENSG00000284646","AL031291.1",0,0,FALSE,FALSE
"ENSG00000204624","DISP3",22,8677,FALSE,TRUE
"ENSG00000285833","AL590989.1",0,0,FALSE,FALSE
"ENSG00000235643","LINC01647",0,0,FALSE,FALSE
"ENSG00000284708","AL031731.1",0,0,FALSE,FALSE
"ENSG00000116661","FBXO2",22,108060,FALSE,TRUE
"ENSG00000132879","FBXO44",22,239343,FALSE,TRUE
"ENSG00000116663","FBXO6",22,48835,FALSE,TRUE
"ENSG00000116670","MAD2L2",22,107991,FALSE,TRUE
"ENSG00000162490","DRAXIN",22,7630,FALSE,TRUE
"ENSG00000177674","AGTRAP",22,186415,FALSE,TRUE
"ENSG00000215910","C1orf167",22,3348,FALSE,TRUE
"ENSG00000177553","AL953897.1",0,0,FALSE,FALSE
"ENSG00000177000","MTHFR",22,205536,FALSE,TRUE
"ENSG00000011021","CLCN6",22,133255,FALSE,TRUE
"ENSG00000175206","NPPA",22,5426,FALSE,TRUE
"ENSG00000120937","NPPB",22,4220,FALSE,TRUE
"ENSG00000285646","AL021155.5",0,0,FALSE,FALSE
"ENSG00000116685","KIAA2013",22,221708,FALSE,TRUE
"ENSG00000083444","PLOD1",22,275699,FALSE,TRUE
"ENSG00000287384","AL096840.2",0,0,FALSE,FALSE
"ENSG00000116688","MFN2",22,210340,FALSE,TRUE
"ENSG00000116691","MIIP",22,83231,FALSE,TRUE
"ENSG00000120949","TNFRSF8",22,8340,FALSE,TRUE
"ENSG00000285604","AL357835.1",0,0,FALSE,FALSE
"ENSG00000028137","TNFRSF1B",22,218684,FALSE,TRUE
"ENSG00000048707","VPS13D",22,501342,FALSE,TRUE
"ENSG00000229484","LINC02766",0,0,FALSE,FALSE
"ENSG00000162496","DHRS3",22,2329296,FALSE,TRUE
"ENSG00000272482","AC254633.1",0,0,FALSE,FALSE
"ENSG00000204518","AADACL4",22,4158,FALSE,TRUE
"ENSG00000188984","AADACL3",22,3094,FALSE,TRUE
"ENSG00000157330","C1orf158",22,3490,FALSE,TRUE
"ENSG00000116726","PRAMEF12",22,3614,FALSE,TRUE
"ENSG00000116721","PRAMEF1",22,8077,FALSE,TRUE
"ENSG00000228338","LINC01784",0,0,FALSE,FALSE
"ENSG00000239810","PRAMEF11",22,10437,FALSE,TRUE
"ENSG00000179172","HNRNPCL1",22,2033,FALSE,TRUE
"ENSG00000120952","PRAMEF2",22,3253,FALSE,TRUE
"ENSG00000243073","PRAMEF4",22,1543,FALSE,TRUE
"ENSG00000187545","PRAMEF10",22,5713,FALSE,TRUE
"ENSG00000204510","PRAMEF7",22,4476,FALSE,TRUE
"ENSG00000232423","PRAMEF6",22,1253,FALSE,TRUE
"ENSG00000274764","PRAMEF27",22,10429,FALSE,TRUE
"ENSG00000277058","HNRNPCL3",2,2,FALSE,TRUE
"ENSG00000229571","PRAMEF25",0,0,FALSE,FALSE
"ENSG00000275774","HNRNPCL2",22,3806,FALSE,TRUE
"ENSG00000233336","AC245056.1",0,0,FALSE,FALSE
"ENSG00000280267","PRAMEF26",0,0,FALSE,FALSE
"ENSG00000179412","HNRNPCL4",0,0,FALSE,FALSE
"ENSG00000204505","PRAMEF9",22,1297,FALSE,TRUE
"ENSG00000279169","PRAMEF13",22,1107,FALSE,TRUE
"ENSG00000279804","PRAMEF18",22,6043,FALSE,TRUE
"ENSG00000270601","PRAMEF5",22,7236,FALSE,TRUE
"ENSG00000182330","PRAMEF8",22,3125,FALSE,TRUE
"ENSG00000237700","PRAMEF33",22,939,FALSE,TRUE
"ENSG00000204501","PRAMEF15",22,6029,FALSE,TRUE
"ENSG00000228229","AC243961.1",0,0,FALSE,FALSE
"ENSG00000204481","PRAMEF14",22,10428,FALSE,TRUE
"ENSG00000204480","PRAMEF19",22,5009,FALSE,TRUE
"ENSG00000204479","PRAMEF17",22,2857,FALSE,TRUE
"ENSG00000204478","PRAMEF20",22,5242,FALSE,TRUE
"ENSG00000162494","LRRC38",22,49969,FALSE,TRUE
"ENSG00000259961","AL354712.1",0,0,FALSE,FALSE
"ENSG00000162493","PDPN",22,385137,FALSE,TRUE
"ENSG00000237445","AL359771.1",0,0,FALSE,FALSE
"ENSG00000116731","PRDM2",22,444140,FALSE,TRUE
"ENSG00000189337","KAZN",22,264336,FALSE,TRUE
"ENSG00000231606","AL357873.1",0,0,FALSE,FALSE
"ENSG00000234593","KAZN-AS1",0,0,FALSE,FALSE
"ENSG00000287756","AL031293.1",0,0,FALSE,FALSE
"ENSG00000175147","TMEM51-AS1",0,0,FALSE,FALSE
"ENSG00000171729","TMEM51",22,74111,FALSE,TRUE
"ENSG00000204464","C1orf195",0,0,FALSE,FALSE
"ENSG00000142621","FHAD1",22,9415,FALSE,TRUE
"ENSG00000233485","AL031283.2",0,0,FALSE,FALSE
"ENSG00000236045","AL031283.3",0,0,FALSE,FALSE
"ENSG00000228140","AL031283.1",0,0,FALSE,FALSE
"ENSG00000142634","EFHD2",22,258961,FALSE,TRUE
"ENSG00000162438","CTRC",22,4304,FALSE,TRUE
"ENSG00000142615","CELA2A",22,1457,FALSE,TRUE
"ENSG00000215704","CELA2B",22,4625,FALSE,TRUE
"ENSG00000132906","CASP9",22,148867,FALSE,TRUE
"ENSG00000116138","DNAJC16",22,101548,FALSE,TRUE
"ENSG00000272510","AL121992.3",0,0,FALSE,FALSE
"ENSG00000116771","AGMAT",22,6740,FALSE,TRUE
"ENSG00000237301","AL121992.1",0,0,FALSE,FALSE
"ENSG00000197312","DDI2",22,107516,FALSE,TRUE
"ENSG00000215695","RSC1A1",0,0,FALSE,FALSE
"ENSG00000271742","AL121992.2",0,0,FALSE,FALSE
"ENSG00000116786","PLEKHM2",22,360322,FALSE,TRUE
"ENSG00000237938","AL450998.3",0,0,FALSE,FALSE
"ENSG00000162461","SLC25A34",22,10397,FALSE,TRUE
"ENSG00000224459","SLC25A34-AS1",0,0,FALSE,FALSE
"ENSG00000162460","TMEM82",22,4207,FALSE,TRUE
"ENSG00000162458","FBLIM1",22,56669,FALSE,TRUE
"ENSG00000233954","UQCRHL",22,7419,FALSE,TRUE
"ENSG00000179743","AL450998.2",0,0,FALSE,FALSE
"ENSG00000065526","SPEN",22,283398,FALSE,TRUE
"ENSG00000116809","ZBTB17",22,118578,FALSE,TRUE
"ENSG00000183888","SRARP",22,19041,FALSE,TRUE
"ENSG00000233078","AL355994.3",0,0,FALSE,FALSE
"ENSG00000173641","HSPB7",22,64561,FALSE,TRUE
"ENSG00000186510","CLCNKA",22,6703,FALSE,TRUE
"ENSG00000184908","CLCNKB",22,11494,FALSE,TRUE
"ENSG00000185519","FAM131C",22,11682,FALSE,TRUE
"ENSG00000142627","EPHA2",22,111960,FALSE,TRUE
"ENSG00000227959","AL451042.2",0,0,FALSE,FALSE
"ENSG00000224621","AL451042.1",0,0,FALSE,FALSE
"ENSG00000234166","ARHGEF19-AS1",0,0,FALSE,FALSE
"ENSG00000142632","ARHGEF19",22,43939,FALSE,TRUE
"ENSG00000288398","AL109627.1",0,0,FALSE,FALSE
"ENSG00000132881","CPLANE2",22,38218,FALSE,TRUE
"ENSG00000037637","FBXO42",22,279122,FALSE,TRUE
"ENSG00000055070","SZRD1",22,276234,FALSE,TRUE
"ENSG00000187144","SPATA21",22,8280,FALSE,TRUE
"ENSG00000157191","NECAP2",22,282322,FALSE,TRUE
"ENSG00000226029","LINC01772",0,0,FALSE,FALSE
"ENSG00000261135","AL137802.2",0,0,FALSE,FALSE
"ENSG00000224174","AL137802.1",0,0,FALSE,FALSE
"ENSG00000233421","LINC01783",0,0,FALSE,FALSE
"ENSG00000219481","NBPF1",22,14025,FALSE,TRUE
"ENSG00000271732","AL137798.1",0,0,FALSE,FALSE
"ENSG00000282143","AL137798.2",0,0,FALSE,FALSE
"ENSG00000279151","AL021920.1",0,0,FALSE,FALSE
"ENSG00000282740","AL021920.3",0,0,FALSE,FALSE
"ENSG00000058453","CROCC",22,71143,FALSE,TRUE
"ENSG00000223643","BX284668.1",0,0,FALSE,FALSE
"ENSG00000228549","BX284668.2",0,0,FALSE,FALSE
"ENSG00000238142","BX284668.5",0,0,FALSE,FALSE
"ENSG00000272426","BX284668.6",0,0,FALSE,FALSE
"ENSG00000117122","MFAP2",22,87931,FALSE,TRUE
"ENSG00000286898","AL049569.2",0,0,FALSE,FALSE
"ENSG00000226526","AL049569.1",0,0,FALSE,FALSE
"ENSG00000159363","ATP13A2",22,132419,FALSE,TRUE
"ENSG00000117118","SDHB",22,375580,FALSE,TRUE
"ENSG00000117115","PADI2",22,249162,FALSE,TRUE
"ENSG00000204362","LINC02783",0,0,FALSE,FALSE
"ENSG00000282843","AL590644.1",0,0,FALSE,FALSE
"ENSG00000142623","PADI1",22,4801,FALSE,TRUE
"ENSG00000142619","PADI3",22,2899,FALSE,TRUE
"ENSG00000159339","PADI4",22,5390,FALSE,TRUE
"ENSG00000276747","PADI6",22,2120,FALSE,TRUE
"ENSG00000227751","RCC2-AS1",0,0,FALSE,FALSE
"ENSG00000179051","RCC2",22,145910,FALSE,TRUE
"ENSG00000074964","ARHGEF10L",22,194897,FALSE,TRUE
"ENSG00000236648","LINC02810",0,0,FALSE,FALSE
"ENSG00000117148","ACTL8",22,4035,FALSE,TRUE
"ENSG00000284653","AL357509.1",0,0,FALSE,FALSE
"ENSG00000261781","LINC01654",0,0,FALSE,FALSE
"ENSG00000117154","IGSF21",22,177070,FALSE,TRUE
"ENSG00000230035","IGSF21-AS1",0,0,FALSE,FALSE
"ENSG00000225387","AL591896.1",0,0,FALSE,FALSE
"ENSG00000179023","KLHDC7A",22,12338,FALSE,TRUE
"ENSG00000009709","PAX7",22,4332,FALSE,TRUE
"ENSG00000179002","TAS1R2",22,4095,FALSE,TRUE
"ENSG00000159423","ALDH4A1",22,72623,FALSE,TRUE
"ENSG00000169991","IFFO2",22,69695,FALSE,TRUE
"ENSG00000272084","AL137127.1",0,0,FALSE,FALSE
"ENSG00000127481","UBR4",22,453949,FALSE,TRUE
"ENSG00000230424","EMC1-AS1",0,0,FALSE,FALSE
"ENSG00000127463","EMC1",22,190180,FALSE,TRUE
"ENSG00000053372","MRTO4",22,67686,FALSE,TRUE
"ENSG00000162482","AKR7A3",0,0,FALSE,FALSE
"ENSG00000053371","AKR7A2",22,174425,FALSE,TRUE
"ENSG00000040487","SLC66A1",22,58837,FALSE,TRUE
"ENSG00000077549","CAPZB",22,1376717,FALSE,TRUE
"ENSG00000173436","MICOS10",22,647430,FALSE,TRUE
"ENSG00000235185","AL031727.2",0,0,FALSE,FALSE
"ENSG00000158747","NBL1",22,1896420,FALSE,TRUE
"ENSG00000158748","HTR6",22,6006,FALSE,TRUE
"ENSG00000162542","TMCO4",22,44385,FALSE,TRUE
"ENSG00000178828","RNF186",22,5795,FALSE,TRUE
"ENSG00000235434","AL391883.1",0,0,FALSE,FALSE
"ENSG00000169914","OTUD3",22,70141,FALSE,TRUE
